ID	physiological_condition	immune_cell_type	Gene_A_expression	Gene_B_expression	Gene_C_expression	Gene_D_expression	Gene_E_expression	Gene_F_expression	regeneration_capacity	age_years	immune_receptor_diversity	response_to_infection	inflammation_level	weight_kg	habitat_location	resilience_score	reproduction_rate
0152	Injured	B_cells	100.631557271906	110.878049607155	109.857581994709	91.9612878378053	143.690522987388	147.371654433349	106.6	9	85.5	77	24.1	413.3	Arctic	134	10.1
0153	Recovering	Monocytes	99.9295056399655	97.0228837417533	89.6341679974325	93.6068297697479	120.59494203916	86.4804670295536	105.8	51	59.4	77.3	22.8	495.4	Southern	136.8	15.1
0154	Infected	B_cells	150.584348506111	165.887514410815	166.150079493686	162.906054740451	190.135391037139	178.444660947103	128.9	57	44.9	93.8	26.4	423.9	Atlantic	112.7	11.5
0155	Healthy	T_cells	78.0712333618794	61.7540227750211	97.0048183872375	77.9811197411317	69.6234830204354	84.4127757188543	118	50	78.7	72.9	23.4	490.3	Atlantic	120	20.3
0156	Infected	B_cells	142.8092590057	158.964131218165	173.821352240687	171.651035004411	169.899316707708	187.707490715199	130.7	26	79.4	95.9	21.6	480.6	Pacific	115.1	12.1
0157	Infected	T_cells	149.617866018673	177.424762857833	164.286273586697	161.963611725856	189.910152828948	182.557704605943	139.3	47	61.3	85.2	28.7	536.2	Pacific	131	11
0158	Stressed	T_cells	86.4126107616621	98.3928392107612	79.6862340033089	93.1991862034034	105.794925619127	101.858890972716	102	11	83.9	66.5	26.5	487	Southern	138.2	8.5
0159	Injured	B_cells	107.207329301967	114.432602252985	111.386278508101	94.9655959576607	158.264012535828	155.105211404685	121.1	60	51.9	92.4	22.6	469.3	Southern	130.5	9.3
0160	Infected	T_cells	148.034905863626	163.152953037041	155.742210617864	173.262614128969	202.302529219826	172.155081454887	132.9	14	85.6	96.4	30.9	494.4	Arctic	147.4	12.5
0161	Healthy	B_cells	65.0076226696531	64.9747551530318	98.7337224458837	70.4077366146563	103.645586750185	105.101040372562	116	47	77.4	58	34.3	466.6	Indian	128	21.6
0162	Infected	B_cells	149.661214076583	159.233639216364	166.270388705775	181.454743702601	184.378008825692	182.145112698112	132.3	39	66.5	78	26.7	468.3	Indian	126.2	11.3
0163	Stressed	NK_cells	81.4461347541095	107.667403308218	102.927876195288	108.933945736613	117.958102874577	104.323563375783	101.3	8	79	74.5	81.9	513.7	Indian	127.9	9.1
0164	Injured	Dendritic_cells	129.128301364303	114.906203462204	115.935489846488	134.316230680184	158.166189010819	149.783108873048	118.1	13	82.4	96	28.3	483.1	Arctic	132.9	10.9
0165	Injured	B_cells	91.0580443139704	101.881905543492	117.540361928058	100.441195845543	158.182115430998	154.251073054318	111.2	19	78	81.6	23.3	474.1	Pacific	113.4	10.4
0166	Injured	NK_cells	110.532749365396	113.562309463373	124.059079932671	99.6958823647049	154.391714459493	160.543637392918	112	26	74.3	85.4	72.9	564.1	Indian	138.5	7.6
0167	Infected	Dendritic_cells	165.242385524656	177.959303675483	156.78710735956	173.783272578664	199.630217834482	187.661518975512	136	36	66.9	83	28.9	431.6	Pacific	105.9	10.6
0168	Healthy	T_cells	76.4873292533842	70.5593533875118	109.437336837467	76.7612536954	97.919060044727	74.8151728610207	118	16	92.9	67.1	28.7	463.4	Indian	123.7	21.6
0169	Infected	Monocytes	155.171068801488	157.607760663664	153.859630224084	174.16364506763	165.481178693574	172.128249570732	130.1	14	81.5	86.7	25.2	535.2	Indian	135.1	11.2
0170	Infected	Macrophages	155.270068601155	164.369084841052	165.471992961399	162.181953497893	171.973446875736	180.24609814002	132.8	22	75.3	87.8	29.6	538.5	Arctic	146.1	11.4
0171	Infected	NK_cells	163.205217058534	185.930600734878	173.255555780934	178.534651875686	186.999675594999	187.158539816489	145.9	22	76.5	100.7	112.1	394.5	Pacific	111	11.8
0172	Healthy	B_cells	56.6508215319591	46.7692187128385	98.7416432252121	74.4394896938599	80.3088510916095	84.3125176527623	119.2	48	76.3	65.9	28.4	470.6	Pacific	117.8	23.5
0173	Recovering	Macrophages	93.4659691661476	114.288175239587	92.4441129880875	95.3060449247198	121.152946474033	102.065647987597	100.1	38	61	84.3	26.3	496.6	Atlantic	122.1	16.3
0174	Healthy	T_cells	88.8359379555239	70.7448657515291	103.782997644	74.2347101601937	90.3467209609107	85.0815711144334	130	15	95.5	66.5	23	597.4	Indian	140	22.9
0175	Infected	T_cells	133.983614678536	166.980101000559	167.269521333192	160.712028610601	186.662620195057	189.538555018753	132.6	55	52.1	101.4	22.5	497.6	Pacific	120.7	11.6
0176	Infected	NK_cells	157.841609524682	171.520571912775	158.770729403498	164.570410280815	194.099929129223	197.019894578533	139.4	17	84.9	90.5	106	517.2	Pacific	115.9	10.8
0177	Infected	NK_cells	156.148901793884	175.530605515005	167.810301531682	182.554696489916	201.889409266099	197.733488225098	137.7	43	60.2	74.6	116.1	588	Indian	143.3	13.6
0178	Recovering	Monocytes	67.0787485127432	88.9951487364569	97.3951747925367	92.1839636249985	115.46474289836	96.504363301624	89.9	23	71	73.3	29.8	433.5	Pacific	113.2	15.3
0179	Infected	Monocytes	141.140877830863	160.961556400697	157.718695294311	151.56783518039	187.965243968729	167.737505554078	131.1	34	72.4	102.4	28.8	425.1	Pacific	113.3	12.3
0180	Stressed	NK_cells	85.0626897574076	107.075885766905	94.4689641385328	104.869685181568	110.066097229219	102.14746645023	85.8	45	57.6	72.5	73.8	497.5	Atlantic	114.8	9.5
0181	Injured	B_cells	121.7965917935	97.5207328717413	113.116828946692	92.1833680821791	162.566044245294	164.206608265881	133	53	56.1	87.5	26.8	455.4	Indian	122	11.3
0182	Healthy	B_cells	66.9251383492792	63.333835980206	98.7957436517488	78.7355588698708	102.448310825991	85.6178721110045	122.5	28	92.6	85	16.6	414.4	Arctic	121.9	21.7
0183	Injured	T_cells	99.956594457631	116.580531928303	120.558725991257	112.752080709078	156.365172237679	165.124318269221	116.9	6	89.9	81.4	16.5	569.8	Indian	129.7	12.2
0184	Infected	B_cells	150.426494813441	165.589010378939	177.512568649516	140.394674577192	171.442637975898	174.389461189229	128.9	14	85	90	26.2	464.3	Indian	112.8	13.2
0185	Healthy	NK_cells	66.9088535358658	76.0618518662091	102.080980507802	103.072132589989	90.3051701697832	94.2261074823795	126.2	22	86.9	73.3	74.1	478.6	Indian	124	23.2
0186	Infected	T_cells	154.647773568719	173.849708069581	174.631834329106	169.786523309945	184.740479159934	194.181649134794	137.9	6	88.5	96.7	17.4	471.9	Atlantic	116.8	12.5
0187	Healthy	Dendritic_cells	86.041006604551	73.48272490033	132.409469724288	91.7492338962722	108.448390057681	103.890052885348	136.8	38	89.8	65.4	26	479.7	Pacific	122.6	24.5
0188	Stressed	Monocytes	68.9778529276303	93.7579298168432	83.9709650179783	83.6850510054038	102.510059855679	102.582612377141	97.4	48	61.2	74.9	27.3	559.5	Arctic	159	8.7
0189	Healthy	Monocytes	72.6592637722825	50.403235245813	98.0389430355987	42.4487155081125	80.906710037344	79.6730287103481	117	11	96.2	68.8	24.3	454.5	Indian	107.2	21.2
0190	Injured	Monocytes	98.8962838327577	99.0744670083963	116.56896132702	95.0136209578778	149.478512054774	146.684244811416	108.8	24	77.4	64.7	31.5	455.6	Atlantic	115.9	10.4
0191	Injured	B_cells	101.8186992866	110.329174436377	112.418219006867	101.443501510393	160.760364479585	157.382677448746	117.3	10	77.1	76.6	26.6	595.8	Pacific	130.6	12.1
0192	Stressed	Dendritic_cells	98.8165329009583	113.78647419468	93.440577212838	123.896421651918	131.501906954292	99.1528457169507	106.7	21	66.4	76.7	27.8	430.2	Atlantic	114.2	8.9
0193	Infected	NK_cells	148.455408908963	154.277163688135	187.399008581908	166.543933541531	192.416714101879	187.968266984996	122.1	24	78.9	89.2	109.6	552	Indian	124.3	9.7
0194	Infected	Macrophages	136.824603691204	173.038149836916	170.853709577348	165.241725596834	181.533420807471	180.614808728152	136.4	50	61.6	102.4	30.4	516.3	Indian	123	11.9
0195	Stressed	NK_cells	88.9497262207987	112.553436415521	98.5474580840641	110.084679717598	124.988305400702	107.229808904109	106.8	53	54.1	69.1	81.1	457.7	Southern	122.7	9.9
0196	Recovering	Monocytes	73.7745306478436	79.6494272038989	90.5896154472749	93.401472575102	121.473049958377	93.6126398283306	103.2	58	50.3	67.4	22.6	488.7	Atlantic	125.7	16.9
0197	Healthy	T_cells	70.8635845845093	64.5090756996482	84.9913345121682	82.5254893554187	99.9423575666214	87.2787250016197	119.4	22	94.5	76.3	24	509.6	Pacific	120.1	22.8
0198	Injured	B_cells	106.492375196239	110.090840652651	123.779031690063	99.3131175937892	154.213510562359	156.773839742559	121.7	44	61.6	66.9	26.3	523.2	Pacific	121.7	10.6
0199	Stressed	Macrophages	91.1684734006965	117.272485740915	95.287480712169	80.7375997625528	110.672533495464	106.251355860817	94.4	12	74.9	74.3	34.3	476.7	Arctic	147.5	10.1
0200	Healthy	NK_cells	72.269265588581	63.6574320550902	114.764864884136	87.806421206279	107.179054373809	102.122575535913	123	55	74.4	68	71.7	508	Atlantic	120.6	24
0201	Infected	NK_cells	156.755570249371	185.315891039116	165.480588683044	143.34249525285	196.04499257102	190.906386419588	146.7	40	67.3	85.1	95.1	574.1	Southern	152.1	13.1
0202	Healthy	B_cells	82.10099321204	66.4086662926068	88.8138510997687	78.4303933252316	75.1055945944357	74.36702510009	121.8	6	93.9	75.9	15.2	488.5	Southern	130.4	22.2
0203	Healthy	NK_cells	72.2256996362061	62.4862810691607	105.434498470878	67.98717182441	106.780981551863	101.886143347696	117.9	10	97	75.2	60.8	354	Pacific	109.2	21.6
0204	Stressed	Dendritic_cells	108.804637163257	104.475906982727	85.5186861299546	113.009489504018	113.297677071319	119.296115573418	104	41	60.9	79.9	21.1	473.4	Pacific	118.4	11.6
0205	Healthy	Monocytes	61.2503971938141	32.7528235183344	97.6087076533538	60.0652765720559	99.0661137443273	82.2466443427541	118.8	48	81.8	53.4	21.1	542.4	Indian	133.7	19.7
0206	Injured	B_cells	107.880995615309	105.381897560199	120.569191336072	84.7932427500508	147.913659138884	158.592991753009	120.9	24	68.9	46.4	23.7	492.7	Southern	132.6	10.8
0207	Injured	NK_cells	118.701498950426	107.98655043573	127.926422226405	106.728665736064	151.477937446336	161.012930862972	109.5	34	68.3	76.6	84.7	485.7	Pacific	119.2	11.2
0208	Infected	NK_cells	153.988665722071	168.276275223628	157.232511961517	174.379957550124	183.245295244891	179.412517706228	132.3	18	86.1	97.8	115.8	581.7	Indian	132.3	11.4
0209	Healthy	B_cells	77.1280191051063	59.2282027153735	104.023239079152	78.8180793151646	92.8900043724639	82.0665993320316	124.9	54	80.8	51.1	24.5	465.8	Southern	123.6	20.9
0210	Recovering	B_cells	84.4363385945712	98.9593535749964	100.741487561836	89.2446514055672	104.515346996111	90.1833995967208	100.1	26	67.7	74.1	29.2	619.6	Indian	139.3	14.7
0211	Injured	Dendritic_cells	119.273617673103	126.560907726031	132.018215791866	114.680076305182	183.411866571632	160.904323508215	134.7	19	77.8	88.1	29.1	506.3	Pacific	126.9	11.9
0212	Healthy	Macrophages	68.4585930121282	53.1827283395199	95.1067671652609	54.4514210609519	99.8021728487801	63.8776397379191	128.3	38	84.1	65.1	26	464.6	Pacific	112.2	22.6
0213	Healthy	Macrophages	67.4848303777877	71.4846489360458	89.6415660465001	70.765035474301	97.8131429992797	72.1588406334236	122.4	50	75.8	70.9	21.7	378.2	Indian	117.1	22.3
0214	Recovering	Dendritic_cells	106.942466794618	134.575995950774	126.516453813992	106.756350270769	135.553711275586	118.871054406987	118.1	42	59.5	84.5	21.6	512.3	Southern	128.6	18.1
0215	Stressed	B_cells	62.3564700342961	90.7602984488081	85.742946307859	99.074199114641	118.026491198902	75.7956389151585	87.8	41	58.3	68.6	20	561.3	Pacific	127.2	10.5
0216	Injured	Macrophages	103.216495090966	92.3190734679643	112.890788030551	103.056441923995	166.351693536138	151.037253435421	119.6	13	83.6	59.8	23.3	493.3	Southern	127.9	11.1
0217	Stressed	T_cells	86.2383760592939	122.708909665843	92.052382552201	98.9877161537573	119.969517534243	108.109689533006	111.8	50	65.7	69.8	26	373.9	Arctic	124	9.7
0218	Healthy	NK_cells	85.2992553697505	72.9538216241413	109.724289925233	77.2299738217218	127.513688574218	99.7582264951948	133.3	54	75.6	72.6	59.3	537.4	Southern	142.6	23.6
0219	Healthy	Dendritic_cells	71.6081082317803	70.7511392858205	118.574420757793	75.5252003825887	113.228854140971	91.4086654102638	121.9	54	72.4	66.6	25.1	442.4	Indian	114.4	24.4
0220	Infected	T_cells	152.780701239178	179.540781330918	162.989641401355	158.954721082012	180.751072946802	189.926640125303	133.2	38	70.6	94.7	21.2	474.9	Arctic	150.3	13.9
0221	Infected	T_cells	157.894668545632	165.395002274168	179.729477187499	158.06366676679	176.201462047937	175.582624168149	132	51	58.6	89	19.7	449.4	Indian	122.4	12.5
0222	Recovering	Macrophages	92.3665945978909	96.7912897701508	115.709368360977	101.636592547498	109.47612849832	98.4137677814596	100	33	65.7	82.8	24.4	460	Pacific	114.2	16.7
0223	Infected	Monocytes	137.774741141255	177.771549536381	162.276691431438	156.624101086218	164.73462505897	174.976096187258	124.8	13	83.6	84.6	18.9	480.9	Indian	120.4	11.3
0224	Healthy	T_cells	69.6135457053422	61.4735824902189	105.786854045859	77.8741042880469	70.5503352012656	74.2209143226379	116.9	25	90	81	22.3	441.6	Indian	118.8	21.1
0225	Injured	B_cells	98.9211885893229	104.297016651321	113.767848969817	94.5567630448418	139.469115619458	150.063751576367	119.1	27	73.3	81.2	27.5	581.1	Southern	150.6	10.7
0226	Stressed	Monocytes	66.3968905003984	87.0874054519704	78.5204442753231	94.8364748926482	102.370291798737	73.4763437890602	90.1	52	57	84.9	20.4	510.1	Indian	133.3	9.8
0227	Healthy	Monocytes	48.2421979334922	66.0883775188245	106.296295872709	66.7189147997705	81.853316730632	70.8562840824908	105.8	60	76	40.2	28.7	461.3	Indian	113.7	22.9
0228	Stressed	Monocytes	82.1627348122941	95.9434898656598	79.5255948221958	93.3644428949468	110.951706574792	64.699846123365	87.6	53	56.7	78	27.9	460.5	Pacific	118.5	10.9
0229	Healthy	Macrophages	77.096594389864	58.184156819119	93.5896208507606	71.659602491446	87.0884467248527	76.9574241427427	120.5	36	84.5	75.2	17.1	548.8	Atlantic	120.5	22
0230	Injured	NK_cells	120.8506705112	105.171710093102	128.895394229454	110.433967766834	151.045577176084	149.621770485823	123.6	32	68	67.6	79.8	507.2	Pacific	121.5	11
0231	Infected	Dendritic_cells	154.217751257705	181.74724241059	191.408038982328	175.057440235065	196.001886306256	199.970927233966	143.1	25	76.3	97.4	24	521	Indian	141.4	11
0232	Infected	T_cells	165.893743690095	168.159209808268	166.658468670742	148.751189770641	189.999273712888	186.506607239595	137.9	43	64.4	70	30.5	535.5	Atlantic	126.2	12.3
0233	Healthy	NK_cells	79.6973550428899	76.8005846515308	101.922905431131	78.3065852872655	91.736092628735	105.187192245249	129.9	54	70.5	71.2	63.2	375.3	Atlantic	110.8	23.9
0234	Healthy	B_cells	72.1992246216362	64.8023559689342	99.724233543466	75.1045210489995	99.0326399807503	78.5352793033362	121.4	32	85.5	80.5	23.6	507.2	Indian	129.8	21.7
0235	Recovering	NK_cells	99.617062923162	105.062516489775	107.16485639082	105.558026224537	143.447295632426	97.7900526646259	110	10	76.7	76.8	81.3	490.5	Southern	135	17.9
0236	Injured	NK_cells	119.528788029929	116.150627854011	116.098457888373	123.101913892554	155.367558200207	169.532626844173	119.2	54	59.4	86.3	86.2	444.1	Southern	120.8	10.1
0237	Injured	NK_cells	101.389415479292	121.284904967917	133.561208982162	120.773594485137	166.923717284035	158.758845220097	113.5	43	63.6	73.3	83.8	500.7	Indian	126.3	12
0238	Infected	Monocytes	144.665230155994	170.060766581156	149.816922994408	158.39742642064	174.9754771537	169.935958697506	132	50	55.7	89.4	21.2	492.3	Pacific	115.8	12.5
0239	Infected	Monocytes	159.950983482604	155.821432899619	163.78360752319	150.512915469486	184.473484895504	170.345721847307	140	47	60.4	87.6	30.6	451	Arctic	133.4	11.3
0240	Infected	T_cells	124.941836767832	162.658531785711	173.197025059952	150.761246100987	187.146472306854	188.395163092945	125.9	29	67.1	78.7	27.2	487.4	Indian	123.3	10.3
0241	Stressed	T_cells	90.346113905345	117.200367875623	88.261413094942	105.280943555936	107.509406815922	98.177975050539	106.5	42	62.5	66.9	25.9	430.6	Atlantic	109.4	9.5
0242	Healthy	B_cells	64.4906951638441	62.9748985366197	102.97918646379	77.7438713304466	90.28445165394	75.0804537088517	118.4	10	96.2	75.1	22	457.5	Arctic	148.7	21.9
0243	Stressed	Monocytes	70.6253001813489	92.8593411806938	90.4212084795476	85.7545479760892	102.472845478992	85.0905455216142	94.3	55	53.4	51.9	26.3	501.7	Arctic	140.6	8.6
0244	Infected	T_cells	139.404584466498	169.236030663511	173.736363328402	162.285564590712	187.723565487727	180.126374142409	144.3	60	50.6	99.2	15.8	597.9	Arctic	164.7	11.4
0245	Injured	T_cells	113.374892009911	119.114310670266	119.628264186633	100.693164734218	164.204949836268	148.160499273324	121.3	40	66.5	75.9	27.8	600.6	Southern	148.1	9.4
0246	Infected	Dendritic_cells	171.568738789831	180.387917698795	167.46454786589	171.375530750122	182.473424829459	194.617994520796	142.2	25	74	103.1	25.9	498.4	Indian	130.6	11.9
0247	Infected	NK_cells	153.596985109466	182.41775832339	174.191834813731	171.812382927421	188.000153394854	174.486042968816	141.9	17	82.1	103.3	114.6	572	Atlantic	130.7	14.2
0248	Infected	B_cells	149.876208387563	168.241581489741	147.372619620426	161.33133728926	173.616053552147	176.157341187754	133.2	14	80.8	92.8	24.8	426.7	Atlantic	113.1	11.7
0249	Healthy	T_cells	71.4178893374134	66.4758577963665	105.894287519207	83.7292236233124	94.8925456423803	83.7638566618647	113.4	50	82.8	62.7	29.8	465.2	Indian	127.5	22.9
0250	Infected	B_cells	151.964827250034	168.560319002967	157.210384691121	160.292290285569	172.408751605387	169.389536339184	136.3	27	77.4	87.5	28.5	458.6	Atlantic	117.5	12.4
0251	Recovering	B_cells	90.0356643169931	98.4005619010466	93.9488466432817	102.399462107433	137.818940197608	94.0081882761245	106.8	24	72.6	81.7	18.9	534.5	Pacific	119.6	16.9
0252	Infected	T_cells	148.650132877798	171.061866502152	170.11051286362	159.657898979634	175.863484611549	178.84290045641	129.3	13	82.8	83.9	24.8	375.5	Atlantic	98.9	11.1
0253	Infected	NK_cells	154.796233170257	184.141142177922	165.940723809589	183.997843354842	190.788183270599	185.129908227086	145.5	19	78.7	110.2	121.7	527.7	Southern	138.3	12.7
0254	Infected	Dendritic_cells	168.080730776416	184.628219876929	186.372836276158	178.348142719159	196.099243023678	190.361715645291	138	29	70.4	104.7	20.3	453.6	Atlantic	115.8	11.3
0255	Stressed	NK_cells	83.8465682954927	113.668749604281	90.0948461836745	91.2820314875346	108.469718468498	105.688222473029	104.5	9	79.3	75.9	68.8	625	Southern	148.5	10.5
0256	Stressed	Dendritic_cells	94.4674119039196	112.177130954566	108.85804279382	111.670680520673	118.002689081524	108.435015292614	107.2	46	58.8	81.9	28.4	425.2	Indian	113.4	9.8
0257	Healthy	Monocytes	56.85271633444	56.2006714961824	91.508032942154	71.9965849686583	87.6638719632934	68.321717655084	115.9	7	101.2	76.7	22.2	479.2	Indian	130.8	22.7
0258	Healthy	T_cells	64.3109679754765	56.3737957811939	99.6887426631455	72.6645748532415	105.38098414562	76.4997776952199	124.7	22	86.6	74.3	29	501.7	Arctic	146.5	20.7
0259	Infected	Macrophages	147.112848970347	158.918984679539	159.043689211765	158.345834672688	173.920943451995	201.132699614116	130.7	18	84.3	99	21.3	457.2	Pacific	106.3	9.5
0260	Healthy	B_cells	76.2224594950002	64.0684038984927	102.49517725111	61.9526128817528	105.640524822829	74.4796450774363	131.6	53	80.4	74.8	29.1	575.1	Atlantic	124.3	22
